# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="be"][tag="DT"]
# CORPUS:        encow16a-nano
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://docs.racket-lang.org/guide/eval.html		A namespace is a	first-class value that encapsulates the bindings available for dynamic evaluation .
http://davesgarden.com/guides/articles/view/2715	If you are using a light bulb or two to heat an insulated box or cold frame ,	a thermostat is a	good idea to insure there is no overheating .
http://dev2ops.org/2012/03/devops-lessons-from-lean-small-batches-improve-flow/?replytocom=1170		A batch is the	unit of work that passes from one stage to the next stage in a process .
http://detroitinquiry.org/the-unions-and-the-detroit-bankruptcy	Such	an understanding is a	powerful engine of social struggle .
http://docs.puppetlabs.com/puppet/latest/reference/lang_scope		A scope is a	specific area of code , which is partially isolated from other areas of code .
http://direland.typepad.com/direland/2005/11/index.html	To apply this term to young human beings and proffer it as	a strategy is a	verbally fascist insult and , as a policy proposed by an Interior Minister , is about as close as one can get to hollering " ethnic cleansing " without actually saying so .
http://defendchristians.org/commentary/mohammad-the-criminal-womanizer	Calling Mohammed	a womanizer is the	least of many other more perverted and criminal pejoratives he should be labeled .
http://defendchristians.org/commentary/mohammad-the-criminal-womanizer	Calling him	a womanizer is a	very polite way to refer to someone of Mohammed 's sexual criminality .
http://donamajicshow.tumblr.com/archive/2012/8?before_time=1344064858	Just as	a tissue is a	new , bigger level of organization for a bunch of individual cells , these new social structures are a new bigger level for individual humans .
http://dish.andrewsullivan.com/?s=%22alec+baldwin%22+bigot	If	a celebrity is a	Southern conservative , it should be understood he 'll have bigoted views and should n't lose his job for expressing them , but if he 's a liberal he gets no such breaks ?
http://derek4messiah.wordpress.com/2010/04/15/leviticus-impurity-and-the-odor-of-death	Death was regarded as a potential gateway between realms and	a corpse was a	threat to life and well-being .
http://dickens.stanford.edu/sherlockholmes/2007/notes1_1.html		A rubber is a	full round , usually two games out of three .
http://dickens.stanford.edu/sherlockholmes/2007/notes1_1.html	( 7 )	A hansom was a	horse-drawn cab that usually seated two or four people .
http://dianeravitch.net/category/on-line-education	" Reading	a book is the	essence of interactivity , " he added , " bringing sentences to life in the mind .
http://oldedwardians.org.uk/nlc/mags/66spr.html		A school is a	place where authority may have to be enforced , a university , one would hope , a place of co-operation rather than coercion .
http://www.gerald-massey.org.uk/ackworth/c_doxie_dent_1.htm	Anything and everything that wore	a petticoat was an	irritation to Jabe , and provoked his sarcasm or his abuse .
http://www.electronichealing.co.uk/articles/egely_wheel_vitality_indicator.htm	As	a magnet is a	collection of small rotating charges , no wonder that a weak effect , the rotation of the magnet , appears due to the change of its own spin field .
http://www.mind.org.uk/campaigns_and_issues/current_campaigns/care_in_crisis	Not being able to access the care you need in a crisis is not acceptable :	an emergency is an	emergency .
http://www.macaulay.ac.uk/aboutus/partners.php		A mycorrhiza is an	association between a fungus and a plant root that results in the formation of distinct structures .
http://www.thisismoney.co.uk/money/article-2010614/TONY-HETHERINGTON-Euro-insanity-let-rogue-brokers.html	Sorry , but	a deal is a	deal .
http://www.otest.co.uk/dvd-players/1019/home-theatre-systems/panasonic.html	This Panasonic SC-BTT 755 home cinema in	a box is a	case in point .
http://www.medicine.ox.ac.uk/bandolier/band120/b120-1.html		A second is the	suggestion that heart attacks and strokes are more severe in people who take statins than in those who do not .
http://www.asa.org.uk/Rulings/Adjudications/2011/11/Tesco-Stores-Ltd/SHP_ADJ_153233.aspx		A cookie is a	small file of information that is sent to your computer or mobile phone from a website so that the website can recognise your device if you return .
http://www.gerald-massey.org.uk/ackworth/c_partners_1.htm	" Thou ' rt her leader ,	an thou 's a	fine long tongue , and " ( Peter was just realizing his advantage ) " thou ' rt allus sayin ' what thou 'd do an ' what thou 'd say an ' how thou 'd manage children .
http://www.outside.co.uk/shop/Costa+Blanca+Mountain+Walks+Volume+2%3A+East		A maillon is a	peice of industrial equipment that is occasionally used for climbing .
http://www.airshows.org.uk/2009/airshows/dunsfold/review.html		A highlight was a	formation display by Mercedes Benz World 's Silver Arrows team as well as rare appearance by the McClaren Mercedes SLR 722 Sterling Moss Edition .
http://www.abdn.ac.uk/registry/quality/section8.shtml	8.6.6 If	a candidate is a	full - or part-time member of the academic staff in the University , at least two external examiners must be appointed in addition to an internal moderator .
http://oldedwardians.org.uk/nlc/mags/34.Dec.html	Sir Anthony : " Madam , a circulating library in	a town is an	ever-green tree of diabolical knowledge !
http://www.legislation.gov.uk/uksi/1990/1401/made/data.htm	( 3 ) In these Regulations any reference to	a regulation is a	reference to a regulation of these Regulations , and any reference in a regulation to a paragraph is a reference to a paragraph of that regulation .
http://oldedwardians.org.uk/nlc/mags/39.JulyA.html	It must be remarked that the idea of playing twelve men	a side was the	Collegiate 's and not altogether in agreement with the School 's usual practices .
http://ausweb.scu.edu.au/aw99/papers/murthy/paper.html	The amount of user effort spent in initiating and utilizing	a search is an	important parameter in deciding the efficiency of a search engine .
http://beaneball.org/1443	It 's been working for them , and the people shouting about how the team has to make contact are , I suspect , mainly the people wedded to the idea that	a strikeout is a	bad bad bad thing .
http://bclaws.ca/civix/document/LOC/complete/statreg/--%20S%20--/05_School%20Act%20%5BRSBC%201996%5D%20c.%20412/00_Act/96412_06.xml	66 A quorum of	a board is a	majority of the trustees holding office at the time of the meeting of the board .
http://beedoo.0catch.com/SittingInATree/0126/Comic.htm	Even so , organising	a wedding is no	simple thing , I noticed that !
http://ask.metafilter.com/126446/Insights-gained-via-ones-career	You know	a solution is the	right one when all the problems and constraints that popped up along the way suddenly slide into place and the outcome is elegantly simple .
http://ask.metafilter.com/126446/Insights-gained-via-ones-career		A tip is a	service charge you pay for the convenience of sitting down in a restaurant and having someone take your order , answer your questions , bring you your food , and dote on you .
http://baldscientist.wordpress.com/2012/09/07/i-am-very-very-sorry-but-i-am-sick-of-all-those-omes-and-omics/?replytocom=457	Essentially , in science	a hypothesis is an	" educated guess " about how something works .
http://baldscientist.wordpress.com/2012/09/07/i-am-very-very-sorry-but-i-am-sick-of-all-those-omes-and-omics/?replytocom=457	One definition of	a genome is the	compendium of all the genes in an organism .
http://ankn.uaf.edu/node/346	One social program that I 've seen in the villages that had been	a hindrance was the	GA -- General Assistance Program funded through BIA .
http://clamormagazine.org/issues/38/culture.php	Although getting institutional support for	a film is a	normal challenge for any director , it is even more challenging for Simmons because NO !
http://artsfuse.org/27943/judicial-review-6-%e2%80%9cdivine-sparks%e2%80%9d-boston-jewish-music-festival-concert-at-berklee-how-hot-a-flame	The music at suburban reform Temple Beth Elohim on Long Island that I heard when	a child was a	far cry from the profoundly moving sounds of the golden age of cantorial music .
http://bandofthebes.typepad.com/bandofthebes/2012/04/publishing-triangle-winners-russell-fergus-jordan-cordova.html?cid=6a00d8341cc27e53ef019b00f7364b970c	It 's simple : When	a novel is this	good , you must buy it .
http://befreetech.com/microwave.htm		A magnetron is a	tube in which electrons are subjected to both magnetic and electrical fields , producing an electromagnetic field with a microwave frequency of about 2,450 megaHertz ( MHz ) , which is 2.4 gigaHertz ( GHz ) .
http://bdb.co.za/shackle/articles/lolly.htm	And if you want to know why you should never spit the dummy ,	a dummy is the	English word for what is known in America as a baby 's pacifier .
http://bahai-library.com/bahaullah_tabernacle_unity	Such	a man is a	benevolent priest and a source of illumination to the whole world .
http://atlasshrugs2000.typepad.com/atlas_shrugs/2013/04/video-bill-maher-compares-violence-of-islam-to-christianity-liberal-bullsht-i-have-a-girl-for-you-pa.html		An ex-Muslim is a	very dangerous thing .
http://azurelunatic.dreamwidth.org/6775731.html	Even though getting a papercut from	a post-it is a	stupid workplace injury , it should probably still be reported as one .
http://atpm.com/14.11/filemaking.shtml		An account is a	user name / password combination that identifies who a user is and confirms that they are who they say they are .
http://www.midnightministries.org.uk/end_time_fireballs.htm		A paradigm is an	example or model , one that is worthy of imitation or duplication .
http://www.mortgagesolutions.co.uk/mortgage-solutions/news/2133652/mortgage-market-review-industry-response	Robert Sinclair , director of the Association of Mortgage Intermediaries ( AMI ) , said : " Buying	a house is a	substantial financial undertaking , and we have long argued that providing consumers with expert advice is a process that cannot be left to chance .
http://www.ukschooltrips.co.uk/search-trips-resources/school-trip-destinations/divestyle-diving-click-here	Swimwear and	a towel is a	must , and we recommend an old t-shirt to be worn in the swimming pool to avoid discomfort .
http://www.highland-news.co.uk/Food-and-Drink/Restaurant-Reviews/Clachnaharry-Inn-Inverness-13032012.htm	Booking	a table was a	good idea as they had another large party booked in , and the place is not huge .
http://www.herts24.co.uk/home/about-herts24/terms_and_conditions_7_135?ot=archant.ArchantPageLayout.ot		A cookie is a	piece of text which asks permission to be placed on Your computer 's hard drive .
http://www.midnightministries.org.uk/70_weeks.htm		A week is a	week .
http://weatherfaqs.org.uk/book/export/html/106	The intensity of	a thunderstorm is a	matter of great subjectivity .
http://www.imperial.nhs.uk/inherited-cardiac-conditions/conditions/cardiomyopathy-and-athletes-heart/index.htm		An ICD is a	small battery-powered device that can detect an abnormal heart rhythm and correct it by producing a small jolt of electricity .
http://www.ahds.ac.uk/litlangling/creating/information-papers/recording-performances/index.htm	Authoring	a DVD is another	task takes which requires specialist skill , and should be costed into the project .
http://rememberwhen.gazettelive.co.uk/2010/11/pier-mystery-solved.html	A whistle would blow and everyone would start fishing and the first one to catch	a fish was the	winner .
http://forum.war2glory.co.uk/archive/index.php/t-1130.html	My opinion of S.O being	a moron is a	matter of public record .
http://www.thelocalnewspaper.co.uk/aggregator/categories/8?page=29		A draw was a	fair result but the Cornish might have snatched victory ten minutes from time if the usually unerring boot of full-back Kieron Lewitt had not missed the final conversion by a whisker .
http://paulloebig.co.uk/blog/4554975730/_page/3	I cannot believe the latter , for to do so would condemn all crime victims to the status of historical mannequins rather than full human beings , unless becoming	a victim is the	natural outcome of passivity .
http://www.digitalcameraguides.co.uk/category/from-the-forums/page/6	Whether you are looking into wedding / engagement photography or just want a nice shot of your parents on their anniversary , shooting	a couple is a	little more difficult than single portraiture .
http://girardianlectionary.net/less_fest/holy_innocents_1997_ser.htm		A school is no	place for a gun , a cemetery is no place for a birthday party , and these streets are no place for our children .
http://gerald-massey.org.uk/craig/c_deepdale_4.htm	Now , Martha , in total ignorance of her master 's treachery , regarded him as a bachelor for life ; and as	a bachelor is a	solitary being , she was wont to solace him , when she brought his meals , by any stray bit or scrap of news which the village afforded .
http://gernot-heiser.org/~gernot/persona/hobbies/BSCC/PhnomPenh.shtml	However , these are dwarfed by the splendour of the Royal Palace , right across from our hotel , which provides an immense contrast to the poverty of the country at large ,	an example being the	slum we rode past on the way out .
http://globality.cc.stonybrook.edu/?p=104	And by the early 1920 s , for anyone who wanted to contribute seriously to the discussion of US or European empire , such	an appreciation was a	prerequisite .
http://gcc.gnu.org/onlinedocs/gcc-2.95.3/cpp_1.html		A macro is a	sort of abbreviation which you can define once and then use later .
http://gearjunkie.com/sierra-designs-backcountry-bed-sleeping-bag		A bonus is the	company 's 800 - fill down treated with DriDown , which adds water resistance to the plumes .
http://girardianlectionary.net/year_b/epiphany4b.htm	" Jesus the Scapegoat 's ministry begins , then , with another scapegoat figure , the demoniac in the synagogue at Capernaum : " The forces that make him	an outcast are the	ones who recognize Jesus as their nemesis .
http://gaslight.mtroyal.ab.ca/theduel.htm		A uniform is a	passport .
http://gaslight.mtroyal.ab.ca/theduel.htm		A colonel is a	father -- que diable !
http://doc.cat-v.org/unix/oral-history/transcripts/mcilroy.htm	Everybody agreed that operating systems that do multiple things at	a time were the	next step , and Multics was the best hope in that direction .
http://doc.cat-v.org/unix/oral-history/transcripts/mcilroy.htm		An assignment was a	command .
http://doc.cat-v.org/unix/oral-history/transcripts/mcilroy.htm	If I understand it correctly , and think about it , a macro based on	a pipeline is an	interesting thing to have in your toolbox .
http://gameological.com/2012/10/inventory-16-fringe-religions-cults-in-games	My favorite " church " area in	a game is the	Royal Chapel area of Castlevania : Symphony of the Night .
http://freerepublic.com/tag/rlc-forum/index	We all know that	a palindrome is a	word or sentence that reads the same backwards as forward .
http://gerald-massey.org.uk/anderson/c_later_poems_(2).htm		A bunker is an	awfu ' place , An ' tries the temper weel nae doot , Ye dicht the sweit frae aff your face , An ' tine a ' houps o ' gettin ' oot .
http://girardianlectionary.net/year_b/proper15b_2003_ser.htm	Do you remember that one of the events that ended that prison as	a prison was an	Indian uprising and occupation from 1969 to 1971 .
http://geniusblog.davidshenk.com/page/15	What 's learned as	a child is the	ability to label .
http://gazette.com/article/1510262	He said being	an informant was the	worst thing he has ever done .
http://geekout.blogs.cnn.com/2012/02/23/zombie-apocalypse-preparedness/comment-page-1	The brute force of	a werewolf is a	turn off too .
http://glory2godforallthings.com/2009/01/16/the-god-of-the-old-testament		A corollary was the	frequent use of allegory when treating historical events .
http://gerald-massey.org.uk/betham-edwards/c_home_life_5.htm	With ourselves the dropping of	an acquaintance is a	ticklish and disagreeable business .
http://gitabrown.com/grounded-goodies/?category=Lifestyle+Inspirations	Sometimes taking a conflict out into	a walk is the	best thing for all involved .
http://gerald-massey.org.uk/cooper/c_biog_2.htm	I offered	a prayer-it was the	prayer of my heart-at the beginning and close of the meeting .
http://www.guardian.co.uk/music/2007/jan/21/folk.features1		A cousin is the	film-maker Nils Gaup , whose 1987 drama Ofelas ( The Pathfinder ) , based on a 12th- century myth , was nominated for an Oscar .
http://news.bbc.co.uk/2/hi/8153564.stm	According to the National Autistic Society ( NAS ) , people with the condition say	a job is the	one thing that would really improve their lives .
http://www.dailymail.co.uk/debate/article-1346315/Obamas-right-There-special-relationship-Britain.html	To be a close ally of such	a country is both	sensible and necessary , as France has understood .
http://www.sheffieldforum.co.uk/archive/index.php/t-752851.html	running	a campaign is all	well and good and maybe you will acheive something .-- then the fun really starts , cos whatever you get put in place needs enforceing !!
http://www.electriciansforums.co.uk/electrical-forum-general-electrical-forum/51368-best-ze-earth-rod-2.html	In the UK	an RCD is the	preferred method of ADS on a TT .
http://www.thisistotalessex.co.uk/Changing-times-TOWIE-effect-Essex-s-nightclub/story-15215028-detail/story.html	The TOWIE effect - which has seen huge publicity boosts for the county 's clubs , bars and restaurants and led to a surge in visitors keen to experience the county 's celebrated nightlife , has without	a doubt been a	lifeline for many .
http://www.dailymail.co.uk/femail/article-1266236/Living-high-life-The-diary-jobless-disillusioned-author-decided-build-tree-house-woods-survive-Mother-Nature.html	I do miss running water - fetching supplies from the nearby farm a couple of times	a week is a	chore .
http://hermetic.com/crowley/libers/lib58.html	"	A story 's a	tale ; a tail 's a brush ; a brush is a broom ; a brougham 's a carriage ; a carriage is a gig ; a gig 's a trap ; a trap 's a snare ; a snare 's a gin ; gin 's a spirit ; and a spirit 's a ghost .
http://henrymakow.com/2013/02/What-is-Ailing-Gold.html	It 's like trying to convince a democrat that being	a republican is the	way to go .
http://gwydir.demon.co.uk/jo/units/weather.htm		A stair-rod is a	thin strip of metal which keeps a stair carpet attached to a stair .
http://gwydir.demon.co.uk/jo/units/weather.htm	( Afrikaans ) " It 's raining old maids with knobkieries " ,	a knobkierie being a	club-like weapon with a wooden ball at one end .
http://gwydir.demon.co.uk/jo/units/weather.htm	"	A dyke is a	ditch dug round the outside of a field to drain it .
http://help.apple.com/motion/mac/5.0/en/motion/usermanual/chapter_21_section_4.html	In the Inspector , the Group pane appears when	a group is the	selected object .
http://hbswk.hbs.edu/item/6796.html	Affect is the act of changing something whereas	an effect is the	result of an action .
http://herbsutter.com/2011/10/16/your-first-c-program	Pretty ordinary compared many which are posted here , but the fact that I could reach an entry into an array with incrementing	a pointer was a	revelation .
http://healthlibrary.epnet.com/GetContent.aspx?token=e0498803-7f62-4563-8d47-5fe33da65dd4%26chunkiid=21811	(	A neurotransmitter is a	chemical that relays messages between nerve cells . ) But at night , the pineal gland stops producing serotonin and instead makes melatonin .
http://gwydir.demon.co.uk/PG/Swainson/SwainsonS2V1.htm	Such	a series is the	result of a synthetical investigation we have given to the subject ; but this mode of inquiry is so deceptive , and has led to so many erroneous conclusions , that until each of these groups are submitted to a patient analysis , which has never yet been done , no correct opinion on the subject can be formed .
http://hbswk.hbs.edu/item/1448.html	Knowledge about	a market is no	cinch to acquire , of course .
http://harvardmagazine.com/2001/09/where-pedagogy-is-intere.html	' To be a practitioner as well as	a consultant is a	very good combination .
http://hearstfdn.org/hearst_journalism/championship.php?type=Writing%26year=2005%26id=1%26view=2	While Newsom said the plan was step toward ending homelessness , Bill Hart , executive director of General Assistance Advocacy Project , said closing down	a shelter is the	last thing the city should be doing .
http://highscalability.com/blog/2011/11/29/datasift-architecture-realtime-datamining-at-120000-tweets-p.html		A stream is the	output of a CSDL filter applied to input .
http://gumption.typepad.com/blog/2012/03/index.html	It can take time to find a principle , because finding	a principle is a	form of self-discovery ; you 're trying to figure out what your life is supposed to be about .
http://here-and-now.org/wings.book/3d.html	Now suppose that	a man is a	slave , subject to others , not subject to himself , unable to go where he likes .
http://headless.org/forum-archive/verse%2071.html	" In British slang	an anorak is a	person , typically a man , who is an enthusiast interested in information regarded as boring or unfathomable by the rest of the population .
http://help.boomi.com/atomsphere/GUID-5472F16C-D0B0-46B7-B6F6-A078357F880D.html		A privilege is a	right reserved to a role that allows a user to access or perform actions in a specific area of the Dell Boomi platform .
http://h2g2.com/edited_entry/A18446204	1	A half-life is the	amount of time it takes for half the nuclei of a radioactive isotope to decay , so that only half of the original radioactivity remains .2 Alpha (α)-particles are helium ions , produced in some types of radioactive decay .
http://h2g2.com/edited_entry/A18446204	A typical non-polar minimum temperature is -181 ° C e.g. at the Apollo 15 site ) .7 A substance is amphoteric when it shows reactions that are characteristic of both acids and bases .8	A becquerel is the	measure of the number of disintegrations per second a radionuclide undergoes .
http://help.apple.com/motion/mac/5.0/en/motion/usermanual/chapter_20_section_4.html	Because	a stroke is a	shape , it can be edited like any other shape , using the methods described in How to Edit Shapes .
http://halo.wikia.com/wiki/Halo_2_E3_Demo	The Battle Rifle 's melee attack shows three different animations at the same time instead of only one at	a time-this was the	first animation shown by Bungie of their proposed " melee combo " system , which was cut out of the final game due to time constraints .
http://hcl.harvard.edu/libraries/houghton/exhibits/books_in_books/133.cfm		An Antiphonary is a	book that contains all the antiphons or responsorial chants required for the performance of the Divine Office .
http://hackedgadgets.com/2011/06/page/2	" The fundamental rule when designing	a touch-pad is this	: Keep the wires as close as possible .
http://metricviews.org.uk/2007/10/whats-wrong-2-systems/comment-page-1	For example ,	a litre is a	cubic decimetre and for practical purposes a litre of water weighs one kilogram .
http://metricviews.org.uk/2007/10/whats-wrong-2-systems/comment-page-1		A hectare is a	square 100 m by 100 m , and there are 100 hectares in a square kilometre .
http://blogs.thestage.co.uk/shenton/2006/09	Inviting the press to get a rehearsal taster of	a show is the	way shows are routinely publicised in New York , but it 's seldom done here .
http://searchstorage.techtarget.co.uk/tip/Top-10-enterprise-data-storage-terms-from-SearchStoragecom	Data storage term 2 : Storage-area network ( SAN )	A SAN is a	high-speed , special-purpose network ( or subnetwork ) that interconnects different kinds of data storage devices with associated data servers on behalf of a larger network of users .
http://mattandcat.co.uk/reviews/index.php/2010/01/17/village-taverna-sandown	Matt on the other hand , remarked that for nearly £ 12 , three small sausages and	a salad were a	bit thin : he felt slightly short-changed on quantity and declared the need for a pudding to fill himself up .
http://mattandcat.co.uk/reviews/index.php/2010/01/17/village-taverna-sandown		a kebab is a	turkish dish , all stuck in one large pitta bread , with lots of healty fat to wash it down .
http://www.birmingham.gov.uk/cs/Satellite/emptyproperties?packedargs=website%3D4%26rendermode=live	You should clearly understand that becoming	a landlord is a	business opportunity and must be seen as such .
http://www.birmingham.gov.uk/cs/Satellite/emptyproperties?packedargs=website%3D4%26rendermode=live	If you have no business experience and limited time , you should seriously consider if becoming	a landlord is a	suitable option for you .
http://www.pattersonlaw.co.uk/news/324/104/Category-of-the-vehicle.php	We were on	a highway were the	speed variation changed from 50 mph then to 70 mph then remained 70 mph on that road .
http://users.aber.ac.uk/dgc/Documents/S4B/sem08.html	The conventions of codes represent a social dimension in semiotics :	a code is a	set of practices familiar to users of the medium operating within a broad cultural framework .
http://users.aber.ac.uk/dgc/Documents/S4B/sem08.html	Later he adds that '	a hermeneutics is a	grid supplied by the receiver ; a philosophical , aesthetic , or cultural grid which he applies to the text ' ( ibid . , 65 ) .
http://users.aber.ac.uk/dgc/Documents/S4B/sem08.html	Our sense of self as	a constancy is a	social construction which is ' over-determined ' by a host of interacting codes within our culture ( Berger & Luckmann 1967 ; Burr 1995 ) .
http://users.aber.ac.uk/dgc/Documents/S4B/sem08.html	Christian Metz added authorial style , and distinguished codes from sub-codes , where	a sub-code was a	particular choice from within a code e.g. western within genre , or naturalistic or expressionist lighting subcodes within the lighting code ) .
http://users.aber.ac.uk/dgc/Documents/S4B/sem08.html	Another key convention involved in helping the viewer to make sense of the spatial organization of	a scene is the	so-called 180 ° rule .
http://users.aber.ac.uk/dgc/Documents/S4B/sem08.html	Yuri Lotman argued that	a poem is a	' system of systems ' - lexical , syntactical , metrical , morphological , phonological and so on - and that the relations between such systems generated powerful literary effects .
http://www.combat-diaries.co.uk/diary21/diary21.htm	The " noise " in	a system is the	only holy part of any system , it is the rainforest , and we wish to preserve such noise in the manner of protecting what Charles Fort might have called an ecology of inspirations , just like the makers of corn-circles and the indeed the manufacturers of the MJ 12 papers .
http://yorkshire.greatbritishlife.co.uk/article/community-is-an-important-word-in-the-market-town-of-ossett-and-neighbouring-horbury-43615	' It 's still a good little town with lots of specialist shops - a milliner , cake-maker , dancewear shop , art shop , but the things that attract to me to	a place are the	arts and cultural activities .
http://film.list.co.uk/article/45439-an-examination-of-leos-caraxs-holy-motors	Performance , too , is central here , though what 's being said is ambiguous : perhaps that actors are the unsung bearers of all our dreams and neuroses , or perhaps that the quasi-religious intensity applied to acting as	a profession is the	manifestation of a collective delusion .
http://www.nottshistory.org.uk/articles/tts/tts1912/wollaton2.htm	The large detailed picture of the hall and grounds ( temp William and Mary , 1695 ) was painted by Siberechts .1 On	an easel is a	portrait of Henry , fifth Lord Middleton , which was painted in Rome by Blanchet in 1754 .
http://www.nottshistory.org.uk/articles/tts/tts1912/wollaton2.htm	Hanging over	a side-table is a	detailed painting of a ford across the river Leen , near Lenton , by Siberechts .
http://blog.box.com/tag/aaron-levie		A cookie is a	small amount of data which is sent to your browser from a Web site 's computers and stored on your computer 's hard drive .
http://bigthink.com/experts-corner/5-easy-tips-for-denying-scientific-consensus	And here 's a foolproof false analogy for evolution deniers : " As the universe and	a watch are both	extremely complex , the universe must have been created by the equivalent of a watchmaker .
http://blog.assortedgarbage.com/category/assorted-garbage/page/3	We all want you to survive and even to turn a profit , but nickel and dimeing us in a way that makes the entire traveling experience even more of	a headache is the	quickest way to lose any goodwill that you might still have following 9 / 11 .
http://bestwritingservice.com/essays/Health/patient-satisfaction.html		An example is the	short self-administered survey form .
http://bilbo.economicoutlook.net/blog/?p=16417%26cpage=1	The vision of a world where many worlds fit and everyone has	a place is the	social vision eclipsed by non-stop consumerism and self-righteousness / self-absorption / narcissism / solipsism / agorophobia ( Gracias Marcos and the Zapatistas ) .
http://biblehub.com/mark/16-9.htm	To	a woman was this	honor given to be the first that saw the risen Redeemer , and that woman was NOT his virgin-mother .
http://blog.bibleplaces.com/2011_08_01_archive.html	Getting a sense of scale from	a photograph is a	clinical kind of knowledge .
http://bigpicture.typepad.com/writing/2007/11/index.html	CLIENTS : The best reason not to go to law school and not to become	a lawyer is this	: CLIENTS .
http://bestwritingservice.com/essays/Ethics/ethical-issues-in-group-counseling.html	This is especially so , when	a client is a	chronic law breaker who shows no remorse over his / he actions .
http://beth.typepad.com/beths_blog/2009/06/guest-post-8-benefits-of-having-a-nonprofit-blog.html?no_prefetch=1	Writing for	a blog is a	creative and social experience .
http://bibleforums.org/showthread.php/255007-Receivnig-the-Baptism-in-the-Holy-Spirit/page5?s=e7928890e61578f6a2e8166464390f53		An Utterance is a	prophecy in a foreign tongue for one or more foreigners in the Meeting so that they too are edified ( and / or spoken to by God ) .
http://bigbadblog.weei.com/sports/boston/hockey/bruins/tag/brad-marchand/page/24	One thing that may have shaken up the market	a bit is the	contract that agent Alec Schall was able to get for Flyers forward and former second overall pick James van Riemsdyk .
http://bkhome.org/blog/?viewDetailed=01594		A bonus is another	build , Quirky-Retro , built with the 2.6.30.5 kernel ( same as used in Puppy 4.3.1 ) .
http://biglizards.net/blog/archives/2007/10/why_do_so_many.html	When	an intellectual is both	intelligent and morally sound , he can serve as a true spirit guide to humanity .
http://blaine.org/sevenimpossiblethings/?p=1288	Writing	a story is a	bit of a balancing act , or a jigsaw puzzle - all the pieces have to fit .
http://www.stmarysbeddington.org.uk/Magazines/2006-01.htm	As well as being the legal way a priest is linked to a parish ,	a licensing is an	opportunity to celebrate the life of the parish as it looks forward to a new chapter in its life .
http://www.romeospy.co.uk/Pages/kgb_romeo_spy_from_fitup_to_flight1.htm	The only community of which he was	a pillar was the	criminal community for , though he may have had no convictions , he was a criminal himself .
