# = BASIC =============================================================
# QUERY:         [lemma="a(n)?"][tag="NN"][lemma="smell" & tag!="N*"][lemma="like"]
# CORPUS:        encow16a
# SUBCORPUS:     None
# = CONFIG ============================================================
# MAX_HITS:      -1
# RANDOM_SUBSET: -1
# ATTRIBUTES:    word
# STRUCTURES:    
# REFERENCES:    doc.url
# CONTAINER:     s
# CNT_LEFT:      0
# CNT_RIGHT:     0
# DEDUPING:      True
# = CONCORDANCE TSV ===================================================
doc.url	left.context	match	right.context
http://www.bbc.co.uk/blogs/haveyoursay/2011/01/will_etas_ceasefire_be_permane.html		A ruse smells like	a ruse .
http://asmallvictory.net/archives/007489.html	" Bush replied , " Go ahead , my wife does n't know what the inside of	a whorehouse smells like	.
http://www.likesbooks.com/261.html	Nikki read a book where	a hero smelled like	pine .
http://www.ladybug.uconn.edu/factsheets/tp_05_mulchbasics.html	Sour Mulch : If	a mulch smells like	alcohol , vinegar , ammonia , or sulfur it is probably " sour .
http://blogs.ublabs.org/fromthestorageroom/category/the-best-dog-in-the-universe/page/2	More than once he 's come home from	a sleepover smelling like	a beautifully roasted slice of chicken .
http://earthsky.org/earth/worlds-stinkiest-fruit-durian-is-a-chemical-cacophony	So basically ,	a durian smells like	a mixture of fruit , onions and rotten eggs , garnished with honey , " soup seasoning " , and a dash of skunk spray .
http://www.makingtime.co.uk/rfr/laneint1.htm	LANE : You know what	a snake smells like	?
http://blog.ademagnaye.com/a-comparative-review-of-freshman-masculine-wash-and-peni-fresh-male-organ-wash-soap	' Coz there 's nothing like half	a penis smelling like	tea tree , and the other half smelling like tutti frutti .
http://www.ciao.co.uk/Bvlgari_Pour_Femme_Voile_De_Jasmin_Eau_de_Toilette_Spray__Review_5936736	Also , if	a perfume smells like	jasmine , I 'm going to either buy it as a present for myself , or if I ca n't afford it ( or do n't want to risk buying something I have n't tested out before ) , try to get my hands on a sample vial , which is what I did with Bulgari 's Voile de Jasmin Eau de Toilette .
http://mysite.verizon.net/lachenmann/BWE99/ca.html	John Syrah California '95 -- Plenty of plums and fresh meat in the nose , along with an earthy , spicy note , which for	a moment smelled like	cumin ( though Steve Edmunds disagreed with me ... ) .
http://deeperstory.com/please-pass-the-shit-smelling-love	She gave us-and consequently her grandchildren-an inheritance of making love an art form ; love that knows how to bend and give and stretch and spend even when	a place smells like	shit or a person drips with sweat .
# = STATS =============================================================
# HITS:          53
# DUPLICATES:    5
# QUERY TIME:    2020-02-18 09:08:02
# ELAPSED:       87.1584899426 s
# =====================================================================
